Year,Species,Beach Name,Unique ID,Nest Date,Nest Day,Nest Week,Lat,Long,Initial Treatment,Final Treatment,Predated,Any Predation Pre-Hatch,Any Predation Post-Hatch But Pre-Inventory,Multiple Predators,Mammalian Predator,Predator ID,Ghost Crab Less Than 10 Eggs,Complete Predation,Roots,Eggs Scattered By Another Turtle,Poached,Accretion,Washed Over,Inundated,Complete Wash Out,Partial Wash Out,Wash Out Post-Hatch But Pre-Inventory,Wash Out Comments,Emerge Date,Emerge Day,Emerge Week,Incubation Duration,Inventoried,Inventoried Comments,Date Inventoried,Dead in Nest,Live in Nest,Empty Shells,Pipped Dead,Pipped Live,Whole,Damaged,Clutch Size,Hatching Success,Emergence Success,Emergence Rate,Binom Hatch Success,Binom Hatch Fail,Binom Emerge Success,Binom Emerge Fail,Additional Notes,Start,End,Duration,Buoy,Tide,Elevation,MHWtoDuneToe_Radians,MHWtoDuneToe_Degrees,MHWtoNest_Radians,MHWtoNest_Degrees,MSLtoNest_Radians,MSLtoNest_Degrees,Wave Exposure Proportion (Gen Eq),Wave Exposure Proportion (Dis Eq),MSL Elevation
2018,Cc,Tyndall Air Force Base,TAFB_2018_062,7/27/2018,208,30,29.9758,-85.51212,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/28/2018,271,39,63,Yes,,10/1/2018,0,0,47,0,0,66,0,113,0.416,0.416,1,47,66,47,66,,7/27/2018,9/28/2018,63,Pensacola,Apalachicola,1.963,0.0118,0.68,0.0132,0.76,0.014,0.8,0.0068306,0.0095628,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_063,6/20/2018,171,25,29.97481,-85.51109,B,B,Yes,Yes,No,No,Yes,Canid (Coyote),NA,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Complete Predation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/20/2018,9/2/2018,74,Pensacola,Apalachicola,1.379,0.0102,0.58,0.0097,0.55,0.0104,0.6,0.0355191,0.0437158,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_064,6/16/2018,167,24,29.97465,-85.51089,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/22/2018,234,34,67,Yes,,8/25/2018,0,0,87,1,0,5,0,93,0.935,0.935,1,87,6,87,6,,6/16/2018,8/22/2018,67,Pensacola,Apalachicola,1.313,0.008,0.46,0.0094,0.54,0.0098,0.56,0.034153,0.0396175,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_065,6/22/2018,173,25,29.97461,-85.51049,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/15/2018,227,33,54,Yes,,8/18/2018,0,0,123,0,0,7,0,130,0.946,0.946,1,123,7,123,7,,6/22/2018,8/15/2018,54,Pensacola,Apalachicola,1.984,0.0106,0.6,0.0141,0.81,0.0146,0.83,0.0095628,0.0122951,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_066,5/26/2018,146,21,29.97322,-85.50915,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,5/26/2018,8/8/2018,74,Pensacola,Apalachicola,1.232,0.0209,1.2,0.0098,0.56,0.011,0.63,0.0628415,0.0409836,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_067,6/13/2018,164,24,29.97082,-85.50604,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/5/2018,0,0,0,0,0,14,0,14,0,0,0,0,14,0,14,,6/13/2018,9/5/2018,84,Pensacola,Apalachicola,2.727,0.0368,2.11,0.0352,2.02,0.0344,1.97,0.0040984,0.0013661,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_068,6/23/2018,174,25,29.9699,-85.50472,B,B,Yes,Yes,No,No,No,Ghost Crab,No,No,No,No,No,No,No,No,No,No,NA,NA,8/29/2018,241,35,67,Yes,,8/31/2018,27,0,91,0,0,8,0,99,0.919,0.646,0.703,91,8,64,35,,6/23/2018,8/29/2018,67,Pensacola,Apalachicola,2.555,0.036,2.06,0.0366,2.1,0.0365,2.09,0.0040984,0.0013661,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_069,6/29/2018,180,26,29.96904,-85.50345,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,No,No,No,No,NA,NA,8/29/2018,241,35,61,Yes,,8/31/2018,1,0,87,0,0,16,0,103,0.845,0.835,0.989,87,16,86,17,,6/29/2018,8/29/2018,61,Pensacola,Apalachicola,2.772,0.0538,3.08,0.0479,2.75,0.0479,2.75,0.0040984,0.0013661,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_070,6/8/2018,159,23,29.96796,-85.50158,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,No,No,No,No,NA,NA,8/3/2018,215,31,56,Yes,,8/6/2018,0,0,104,0,0,4,0,108,0.963,0.963,1,104,4,104,4,,6/8/2018,8/3/2018,56,Pensacola,Apalachicola,3.029,0.0532,3.05,0.0568,3.25,0.0553,3.17,0.0040984,0.0013661,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_071,7/18/2018,199,29,29.96731,-85.50059,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,9/14/2018,257,37,58,Yes,,9/19/2018,0,3,111,1,0,17,0,129,0.86,0.837,0.973,111,18,108,21,,7/18/2018,9/14/2018,58,Pensacola,Apalachicola,2.495,0.059,3.38,0.0628,3.6,0.0597,3.42,0.0081967,0.0013661,0.045
2018,Cm,Tyndall Air Force Base,TAFB_2018_072,8/3/2018,215,31,29.96723,-85.50034,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,8/3/2018,10/16/2018,74,Pensacola,Apalachicola,3.187,0.0604,3.46,0.0719,4.12,0.0627,3.59,0.0040984,0.0013661,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_073,7/27/2018,208,30,29.96666,-85.49943,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,Yes,No,No,No,NA,NA,10/4/2018,277,40,69,Yes,,10/8/2018,2,3,49,3,1,68,0,121,0.405,0.364,0.898,49,72,44,77,,7/27/2018,10/4/2018,69,Pensacola,Apalachicola,2.577,0.0544,3.12,0.0575,3.29,0.054,3.09,0.0081967,0.0040984,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_074,7/8/2018,189,28,29.96654,-85.49918,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/3/2018,246,36,57,Yes,,9/7/2018,0,0,92,0,0,11,0,103,0.893,0.893,1,92,11,92,11,,7/8/2018,9/3/2018,57,Pensacola,Apalachicola,2.539,0.0552,3.16,0.0517,2.96,0.0511,2.93,0.0068306,0.0027322,0.045
2018,Cm,Tyndall Air Force Base,TAFB_2018_075,7/25/2018,206,30,29.96544,-85.49729,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/25/2018,10/7/2018,74,Pensacola,Apalachicola,2.686,0.0448,2.57,0.056,3.21,0.0539,3.09,0.0068306,0.0013661,0.045
2018,Cm,Tyndall Air Force Base,TAFB_2018_076,7/14/2018,195,28,29.96324,-85.49369,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,10/1/2018,0,0,0,0,0,118,0,118,0,0,0,0,118,0,118,,7/14/2018,10/1/2018,79,Pensacola,Apalachicola,1.549,0.0367,2.1,0.0349,2,0.0342,1.96,0.0355191,0.0259563,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_077,6/30/2018,181,26,29.96307,-85.49355,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/1/2018,244,35,63,Yes,,9/4/2018,0,0,81,0,0,4,0,85,0.953,0.953,1,81,4,81,4,,6/30/2018,9/1/2018,63,Pensacola,Apalachicola,1.266,0.0367,2.11,0.0363,2.08,0.038,2.18,0.068306,0.0478142,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_078,6/13/2018,164,24,29.963,-85.49338,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/10/2018,222,32,58,Yes,,8/13/2018,0,0,74,0,0,9,0,83,0.892,0.892,1,74,9,74,9,,6/13/2018,8/10/2018,58,Pensacola,Apalachicola,1.423,0.0333,1.91,0.0368,2.11,0.0381,2.18,0.0587432,0.0368852,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_079,7/18/2018,199,29,29.96149,-85.49076,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,10/3/2018,0,0,0,0,0,58,0,58,0,0,0,0,58,0,58,14 taken by ghost crab,7/18/2018,10/3/2018,77,Pensacola,Apalachicola,0.652,0.0413,2.37,0.0298,1.71,0.0331,1.9,0.829235,0.7622951,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_080,7/8/2018,189,28,29.95665,-85.47208,F,F,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/24/2018,1,0,42,0,0,56,0,98,0.429,0.418,0.976,42,56,41,57,5 taken by ghost crab,7/8/2018,9/24/2018,78,Pensacola,Apalachicola,0.654,0.0141,0.81,0.0226,1.29,0.0241,1.38,0.6666667,0.7240437,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_081,6/4/2018,155,23,29.95648,-85.47056,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/4/2018,216,31,61,Yes,,8/8/2018,0,0,64,0,0,2,0,66,0.97,0.97,1,64,2,64,2,,6/4/2018,8/4/2018,61,Pensacola,Apalachicola,0.668,0.0137,0.78,0.0318,1.82,0.0361,2.07,0.5642077,0.6120219,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_083,7/27/2018,208,30,29.95633,-85.45732,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/27/2018,10/9/2018,74,Pensacola,Apalachicola,0.709,0.0108,0.62,0.0233,1.34,0.0205,1.17,0.4904372,0.557377,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_084,6/3/2018,154,23,29.95636,-85.45537,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/6/2018,218,32,64,Yes,,8/10/2018,0,0,128,0,0,128,0,256,0.5,0.5,1,128,128,128,128,,6/3/2018,8/6/2018,64,Pensacola,Apalachicola,0.865,0.0202,1.16,0.0252,1.44,0.0208,1.19,0.1639344,0.2185792,0.045
2018,Cc,Tyndall Air Force Base,TAFB_2018_085,7/15/2018,196,29,29.95546,-85.45045,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/28/2018,271,39,75,Yes,,10/1/2018,0,1,78,0,0,8,0,86,0.907,0.895,0.987,78,8,77,9,,7/15/2018,9/28/2018,75,Pensacola,Apalachicola,0.91,0.0101,0.58,0.0134,0.77,0.0135,0.77,0.1188525,0.1393443,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_001,5/20/2019,140,21,30.08882,-85.67713,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,7/23/2019,204,30,64,Yes,,7/26/2019,0,2,91,1,0,8,0,100,0.91,0.89,0.978,91,9,89,11,,5/20/2019,7/23/2019,64,Pensacola,Apalachicola,2.076,0.0258,1.48,0.0258,1.48,0.0264,1.51,0.0081967,0.0068306,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_003,6/10/2019,161,24,30.08646,-85.67176,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/10/2019,222,32,61,Yes,,8/13/2019,0,0,118,0,0,6,0,124,0.952,0.952,1,118,6,118,6,,6/10/2019,8/10/2019,61,Pensacola,Apalachicola,2.691,0.0309,1.77,0.0331,1.9,0.033,1.89,0.0040984,0.0027322,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_004,7/29/2019,210,31,30.08648,-85.67175,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,10/18/2019,0,0,0,0,0,85,0,85,0,0,0,0,85,0,85,,7/29/2019,10/18/2019,81,Pensacola,Apalachicola,2.869,0.0307,1.76,0.0344,1.97,0.0342,1.96,0.0013661,0.0013661,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_005,6/5/2019,156,23,30.0861,-85.67153,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/5/2019,8/18/2019,74,Pensacola,Apalachicola,1.756,0.0278,1.59,0.0323,1.85,0.0324,1.85,0.0163934,0.0150273,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_006,7/24/2019,205,30,30.08525,-85.66894,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/23/2019,266,39,61,Yes,,9/26/2019,0,0,77,2,0,33,0,112,0.688,0.688,1,77,35,77,35,,7/24/2019,9/23/2019,61,Pensacola,Apalachicola,2.475,0.0275,1.57,0.0324,1.85,0.0341,1.95,0.0040984,0.0027322,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_007,5/22/2019,142,21,30.08493,-85.66846,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,5/22/2019,8/4/2019,74,Pensacola,Apalachicola,2.199,0.0341,1.95,0.0364,2.08,0.0346,1.98,0.0068306,0.0068306,0.045
2019,Cm,Tyndall Air Force Base,TAFB_2019_008,7/31/2019,212,31,30.08474,-85.66781,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/29/2019,272,40,60,Yes,,10/2/2019,1,1,118,0,0,17,0,135,0.874,0.859,0.983,118,17,116,19,,7/31/2019,9/29/2019,60,Pensacola,Apalachicola,2.541,0.0312,1.79,0.0368,2.11,0.0334,1.91,0.0068306,0.0013661,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_009,7/3/2019,184,27,30.08444,-85.66703,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/31/2019,243,35,59,Yes,,9/3/2019,0,0,85,0,0,4,0,89,0.955,0.955,1,85,4,85,4,,7/3/2019,8/31/2019,59,Pensacola,Apalachicola,2.571,0.0414,2.37,0.04,2.29,0.0387,2.21,0.0068306,0.0027322,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_010,5/25/2019,145,21,30.08396,-85.66618,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,5/25/2019,8/7/2019,74,Pensacola,Apalachicola,1.785,0.0328,1.88,0.0327,1.87,0.0321,1.84,0.0245902,0.0150273,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_011,7/10/2019,191,28,30.08397,-85.66587,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,Yes,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7/10/2019,9/22/2019,74,Pensacola,Apalachicola,2.373,0.0384,2.2,0.0361,2.07,0.0359,2.06,0.0068306,0.0040984,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_012,5/25/2019,145,21,30.08363,-85.6652,F,F,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,7/28/2019,209,31,64,Yes,,8/1/2019,0,0,92,0,0,6,0,98,0.939,0.939,1,92,6,92,6,,5/25/2019,7/28/2019,64,Pensacola,Apalachicola,2.497,0.0406,2.33,0.0429,2.46,0.0409,2.34,0.0068306,0.0027322,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_013,6/21/2019,172,25,30.08337,-85.66484,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/21/2019,9/3/2019,74,Pensacola,Apalachicola,2.112,0.0499,2.86,0.0477,2.73,0.0421,2.41,0.0122951,0.0068306,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_014,5/31/2019,151,22,30.08334,-85.66482,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,5/31/2019,8/13/2019,74,Pensacola,Apalachicola,1.934,0.0481,2.75,0.0457,2.62,0.0408,2.34,0.0177596,0.0095628,0.045
2019,Cm,Tyndall Air Force Base,TAFB_2019_015,7/21/2019,202,30,30.08311,-85.66396,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/21/2019,264,38,62,Yes,,9/23/2019,1,0,127,0,0,16,0,143,0.888,0.881,0.992,127,16,126,17,,7/21/2019,9/21/2019,62,Pensacola,Apalachicola,2.426,0.0427,2.44,0.0436,2.5,0.0405,2.32,0.0068306,0.0040984,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_016,7/6/2019,187,27,30.08307,-85.66394,B,B,Yes,NA,NA,No,No,Ghost Crab,Yes,No,Yes,No,No,Yes,Yes,No,No,No,NA,NA,9/6/2019,249,36,62,Yes,,9/9/2019,4,3,83,1,0,27,6,117,0.709,0.65,0.916,83,34,76,41,"2 eggs damaged by roots, 4 eggs w/crab clipped",7/6/2019,9/6/2019,62,Pensacola,Apalachicola,2.31,0.0449,2.57,0.0434,2.48,0.041,2.35,0.0068306,0.0040984,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_018,7/22/2019,203,30,30.08225,-85.66228,B,B,Yes,NA,NA,NA,NA,Unknown,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/13/2019,256,37,53,Yes,,9/16/2019,2,7,57,0,0,46,1,104,0.548,0.462,0.842,57,47,48,56,1 egg damaged by crab,7/22/2019,9/13/2019,53,Pensacola,Apalachicola,1.314,0.033,1.89,0.0284,1.62,0.0288,1.65,0.0546448,0.0355191,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_019,6/21/2019,172,25,30.0823,-85.66196,B,B,Yes,NA,NA,No,No,Ghost Crab,Yes,No,No,No,No,No,Yes,No,No,No,NA,NA,8/15/2019,227,33,55,Yes,,8/18/2019,0,0,117,0,0,7,0,124,0.944,0.944,1,117,7,117,7,2 eggs w/crab clipped,6/21/2019,8/15/2019,55,Pensacola,Apalachicola,2.543,0.0329,1.89,0.0422,2.42,0.0433,2.48,0.0040984,0.0013661,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_020,7/5/2019,186,27,30.08162,-85.66115,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/5/2019,9/17/2019,74,Pensacola,Apalachicola,0.995,0.0403,2.31,0.0395,2.26,0.0357,2.05,0.2062842,0.1297814,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_021,7/1/2019,182,27,30.08161,-85.66044,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/1/2019,9/13/2019,74,Pensacola,Apalachicola,2.093,0.04,2.29,0.0397,2.27,0.0359,2.06,0.0095628,0.0068306,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_022,6/5/2019,156,23,30.0811,-85.6588,F,F,Yes,NA,NA,NA,NA,Unknown,NA,No,No,No,No,Yes,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,Yes,,8/17/2019,0,0,0,0,0,109,1,110,0,0,0,0,0,0,0,"12"""""""" sand accretion 7/12/19 Barry",6/5/2019,8/17/2019,73,Pensacola,Apalachicola,2.018,0.0343,1.97,0.0285,1.64,0.0272,1.56,0.010929,0.0068306,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_023,6/21/2019,172,25,30.08085,-85.65876,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/21/2019,9/3/2019,74,Pensacola,Apalachicola,1.593,0.0328,1.88,0.0358,2.05,0.0316,1.81,0.0286885,0.0218579,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_024,7/24/2019,205,30,30.07841,-85.65257,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/23/2019,266,39,61,Yes,,9/26/2019,0,0,51,0,0,7,0,58,0.879,0.879,1,51,7,51,7,,7/24/2019,9/23/2019,61,Pensacola,Apalachicola,2.084,0.0289,1.65,0.0371,2.13,0.0367,2.1,0.0081967,0.0068306,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_025,6/22/2019,173,25,30.07804,-85.65208,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/22/2019,9/4/2019,74,Pensacola,Apalachicola,1.219,0.0311,1.78,0.0314,1.8,0.0319,1.83,0.0669399,0.0532787,0.045
2019,Cm,Tyndall Air Force Base,TAFB_2019_026,6/19/2019,170,25,30.07799,-85.65189,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,Yes,,9/4/2019,0,0,0,0,0,123,0,123,0,0,0,0,0,0,0,"6"""""""" accretion ",6/19/2019,9/4/2019,77,Pensacola,Apalachicola,1.308,0.0288,1.65,0.0294,1.68,0.031,1.78,0.0546448,0.0409836,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_027,6/3/2019,154,23,30.07767,-85.6515,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/3/2019,8/16/2019,74,Pensacola,Apalachicola,1.039,0.0304,1.74,0.0382,2.19,0.0367,2.1,0.1379781,0.1188525,0.045
2019,Cm,Tyndall Air Force Base,TAFB_2019_028,8/11/2019,223,33,30.07752,-85.65009,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,No,No,No,No,NA,NA,10/15/2019,288,42,65,Yes,,10/18/2019,3,0,122,1,0,0,3,126,0.968,0.944,0.975,122,4,119,7,3 crab clipped eggs,8/11/2019,10/15/2019,65,Pensacola,Apalachicola,2.129,0.0318,1.82,0.0287,1.64,0.029,1.66,0.0068306,0.0068306,0.045
2019,Cm,Tyndall Air Force Base,TAFB_2019_029,6/19/2019,170,25,30.07731,-85.64957,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,8/24/2019,236,34,66,Yes,,8/27/2019,0,0,99,0,0,36,8,143,0,0,0,0,0,0,0,,6/19/2019,8/24/2019,66,Pensacola,Apalachicola,2.137,0.033,1.89,0.0292,1.67,0.03,1.72,0.0068306,0.0068306,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_030,6/14/2019,165,24,30.07648,-85.64831,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/14/2019,8/27/2019,74,Pensacola,Apalachicola,1.356,0.0311,1.78,0.0301,1.72,0.0293,1.68,0.0505464,0.0368852,0.045
2019,Cm,Tyndall Air Force Base,TAFB_2019_031,7/17/2019,198,29,30.07619,-85.64716,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/20/2019,263,38,65,Yes,,9/23/2019,0,35,72,0,0,0,0,72,1,0.514,0.514,72,0,37,35,,7/17/2019,9/20/2019,65,Pensacola,Apalachicola,1.623,0.0226,1.3,0.0239,1.37,0.0257,1.47,0.0218579,0.0218579,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_032,7/24/2019,205,30,30.07657,-85.64715,B,B,Yes,NA,NA,NA,NA,Unknown,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/20/2019,263,38,58,Yes,,9/23/2019,0,2,53,0,0,44,0,97,0.546,0.526,0.962,53,44,51,46,1 dead on top of nest,7/24/2019,9/20/2019,58,Pensacola,Apalachicola,2.355,0.0244,1.4,0.0219,1.25,0.0232,1.33,0.0040984,0.0040984,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_033,7/19/2019,200,29,30.07621,-85.64713,B,B,Yes,NA,NA,NA,NA,Unknown,NA,No,No,No,No,No,No,No,No,No,NA,NA,9/17/2019,260,38,60,Yes,,9/20/2019,4,1,106,0,0,8,0,114,0.93,0.886,0.953,106,8,101,13,,7/19/2019,9/17/2019,60,Pensacola,Apalachicola,1.742,0.023,1.32,0.0248,1.42,0.0263,1.51,0.0150273,0.0136612,0.045
2019,Cc,Tyndall Air Force Base,TAFB_2019_034,6/24/2019,175,26,30.07558,-85.64575,B,B,Yes,Yes,No,No,No,Ghost Crab,No,No,No,No,No,No,Yes,No,No,No,NA,NA,8/26/2019,238,35,63,Yes,,8/29/2019,0,0,55,0,0,62,12,129,0.426,0.426,1,55,74,55,74,,6/24/2019,8/26/2019,63,Pensacola,Apalachicola,1.911,0.0287,1.64,0.0283,1.62,0.0299,1.71,0.010929,0.0081967,0.045
2019,Cm,Tyndall Air Force Base,TAFB_2019_035,7/10/2019,191,28,30.07497,-85.64455,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/10/2019,9/22/2019,74,Pensacola,Apalachicola,1.521,0.026,1.49,0.0245,1.4,0.0249,1.43,0.0300546,0.0259563,0.045
