Group,Pre_Post,Year,Region,Beach,Crawl_Type,Success_Nest,Date_Found,ID,Obstructed,Object_ID_Spec,Object_ID_Gen,People,Dist_HTL,Dist_Dune,East_Orig,North_Orig,Long_Orig,Lat_Orig,Relocated,East_Relo,North_Relo,Long_Relo,Lat_Relo,Relo_Reason,Comments
Treatment,2_Post,2017,Gulf Shores,West Beach,Nest,1,7/3/2017,C02,0,NA,NA,NA,46.4,14.2,430220,3345826,-87.72526,30.24202,No,NA,NA,NA,NA,NA,"Good location, a little zig-zag back to the water. Eggs very shallow, 6 inches."
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/3/2017,AFC52,0,NA,NA,NA,0.0,17.0,407522,3344697,-87.96105,30.23031,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/3/2017,A40,0,NA,NA,NA,8.8,27.9,408734,3344764,-87.94846,30.23101,Yes,408728,3344800,-87.94852,30.23133,Near/At HTL,"Sarah found eggs. Coordinator: John - 8/23 slight indentation, waterfalls every 2 min.  - unhatched depredated: 4 roots, 3 unknown, no bacteria"
Treatment,2_Post,2017,Gulf Shores,East Beach,Nest,1,7/3/2017,E04,0,NA,NA,NA,16.4,48.5,432986,3346230,-87.69654,30.24582,Yes,432971,3346251,-87.69669,30.24601,Low elevation,NEW PROTOCOL= report faxed 8/31/2017  - Island Tower  (Pool Light) - Southern Shores (Pool Light)
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/4/2017,AFC53,0,NA,NA,NA,21.2,0.0,412168,3344712,-87.91277,30.23079,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/4/2017,A45,0,NA,NA,NA,32.1,0.0,420832,3344437,-87.82272,30.22891,No,NA,NA,NA,NA,NA,taped old way - 2 unhatched depredated were late stage - dead embryo was early stage
Treatment,2_Post,2017,Orange Beach,Alabama Point,Nest,1,7/4/2017,I11,1,Flag Pole,Permanent Structure,NA,11.8,3.6,449317,3349780,-87.52697,30.27865,No,NA,NA,NA,NA,NA,Turtle hit 4x4 flag pole and laid of base. Rocky Dobyns found eggs. 5 fertile eggs are included in (Dead embryos) above.
Treatment,2_Post,2017,Gulf Shores,East Beach,FC,0,7/4/2017,EFC05,0,NA,NA,NA,2.1,NA,434309,3346406,-87.6828,30.24748,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/5/2017,A44,1,Boat,Other,NA,20.6,0.0,408279,3344770,-87.95319,30.23103,No,NA,NA,NA,NA,NA,"Cindy found eggs; coordinator: Cindy S. - dead embryos: 2 late stage, 1 with bacteria. - hatched but dead in nest: 1 drowned. - 8/29 - 66 to water "
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/5/2017,AFC54,0,NA,NA,NA,56.7,0.0,407627,3344744,-87.95996,30.23075,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Alabama Point,Nest,1,7/5/2017,I12,0,NA,NA,NA,9.1,9.1,448963,3349710,-87.53065,30.278,No,NA,NA,NA,NA,NA,"Record setting nest. At excavation: Patch of wet sand 7\ down. Bottom of nest was dry. Hatched dead turtles unusually small. All turtles dead for at least one week. Bacteria on eggs. One dead embryo was an albino. Depredated egg was infertile."""
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/5/2017,BFC09,0,NA,NA,NA,24.8,10.9,426608,3345261,-87.76276,30.23671,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/5/2017,AFC56,0,NA,NA,NA,17.6,24.5,418077,3344381,-87.85134,30.22822,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/5/2017,AFC55,NA,NA,NA,NA,15.8,37.6,408747,3344770,-87.94832,30.23106,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,East Beach,Nest,1,7/5/2017,E06,1,Wooden Lounger,Wooden Lounger,NA,15.8,52.7,434337,3346434,-87.68251,30.24774,Yes,434326,3346455,-87.68262,30.24792,Obstruction,NEW HATCHING PROTOCOL=Faxed Report 8/31/2017
Treatment,2_Post,2017,Orange Beach,Alabama Point,FC,0,7/6/2017,IFC15,0,NA,NA,NA,1.8,9.7,449468,3349787,-87.5254,30.27872,NA,NA,NA,NA,NA,NA,"Very populated area, possibly frightened away"
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/6/2017,A46,0,NA,NA,NA,8.2,14.8,413205,3344646,-87.90199,30.23027,Yes,413211,3344654,-87.90193,30.23035,Near/At HTL,Eggs found by Jane
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/6/2017,B17,0,NA,NA,NA,12.1,18.2,427379,3345389,-87.75475,30.23791,Yes,427375,3345401,-87.7548,30.23802,Low elevation,"Due to TS Harvey in are nest hatched in lightening / rain storm, surf continues to increase, Mike Reynolds gave permission to excavate before 3rd day"
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/6/2017,B18,NA,NA,NA,NA,13.3,31.5,426700,3345266,-87.7618,30.23676,Yes,426698,3345279,-87.76182,30.23688,Low elevation,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/7/2017,BFC10,NA,NA,NA,NA,31.2,0.0,428598,3345633,-87.7421,30.24018,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/7/2017,B20,0,NA,NA,NA,13.0,11.2,423228,3344649,-87.79784,30.23098,Yes,423231,3344651,-87.79781,30.23099,Low elevation,TS Harvey in area - nest hatched during lightening / rain storm due to high surf expected Mike Reynolds gave permission to excavate before 3rd day
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/7/2017,B19,NA,NA,NA,NA,15.2,16.4,427763,3345461,-87.75077,30.23858,Yes,427759,3345475,-87.75081,30.23871,Low elevation,TS Harvey in area nest hatched during lightening / rain storm due to high surf expected Mike Reynolds gave permission to excavate before 3rd day.
Treatment,2_Post,2017,Gulf Shores,West Beach,Nest,1,7/7/2017,C03,0,NA,NA,NA,18.8,27.3,429297,3345684,-87.73484,30.24068,Yes,429294,3345708,-87.73487,30.2409,Low elevation,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/8/2017,A48,0,NA,NA,NA,5.8,0.0,402633,3344118,-88.01179,30.22471,No,NA,NA,NA,NA,NA,Ants present - 09/05/17 - 2 hatchlings escaped depredated by ghost crab -  tarped old way - can't show 2 escaped depredated in database
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/8/2017,A47,0,NA,NA,NA,18.2,0.0,406214,3344602,-87.97463,30.22936,No,NA,NA,NA,NA,NA,"Jane found eggs. Coordinator: Vickie - hatched but dead in nest: 25 drowned
8/30 - storm - danger of washing away; permission to dig up; water was in bottom of nest."
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/8/2017,A49,0,NA,NA,NA,19.4,0.0,401145,3344491,-88.02729,30.22795,No,NA,NA,NA,NA,NA,coyote tracks - 7 escaped depredated found 9/5/17 ()not able to show in database) - 1 dead embryo mid stage - 3 dead embryo early stage - tarped old way
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/8/2017,AFC57,0,NA,NA,NA,21.2,0.0,407164,3344689,-87.96476,30.23021,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/8/2017,A50,0,NA,NA,NA,19.7,18.8,418351,3344418,-87.8485,30.22857,No,NA,NA,NA,NA,NA,"1 hatchling depredated to ghost crab, found 9/4/17  - 2 hatchlings depredated to ghost crab found 9/5/17 - tarped old way"
Treatment,2_Post,2017,Orange Beach,Orange Beach,FC,0,7/8/2017,HFC12,0,NA,NA,Yes,5.5,60.6,444135,3348733,-87.58079,30.26897,NA,NA,NA,NA,NA,NA,People prints on crawl when heading back to water I'm certain she was run off beach! She came in and crawled parallel to water about 30 yds.
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/9/2017,AFC58,0,NA,NA,NA,33.9,0.0,405729,3344566,-87.97966,30.22899,NA,NA,NA,NA,NA,NA,SUSPICIOUS
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/9/2017,A84,0,NA,NA,NA,16.4,20.6,418411,3344379,-87.84787,30.22823,No,NA,NA,NA,NA,NA,"Was A-FC-59 (BSFC25)  suspicious fc - monitored, became confirmed nest - 9/3/17 - 3 turtles emerged (found) - 1 lost to ghost crab, 1 lost to heron, 1 unknown; coyote digging in nest - 9/4/17 - 1 hatchling emerged to water (saw) - not tarped"
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/9/2017,AFC60,0,NA,NA,NA,0.0,47.0,421296,3344429,-87.8179,30.22887,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/10/2017,A53,0,NA,NA,NA,18.2,0.0,417244,3344424,-87.86,30.22855,No,NA,NA,NA,NA,NA,tarped old way - all 3 dead embryos were early stage
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/10/2017,A51,0,NA,NA,NA,25.8,0.0,403087,3344183,-88.00708,30.22533,No,NA,NA,NA,NA,NA,tarped old way - 9/4/17 coyote tracks - ants in nest at excavation - dead pipped hatchling covered in ants - 9/5/17 5 turtles to water (found)
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/10/2017,BFC11,0,NA,NA,NA,0.0,50.9,424735,3344847,-87.78219,30.23286,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/11/2017,A61,0,NA,NA,NA,15.5,0.0,419190,3344383,-87.83978,30.22831,No,NA,NA,NA,NA,NA,95 late stage embryos; 5 with bacteria. - Some embryos with scutes falling off. - Some eggs with brownish-yellow fluid. - tarped old way
Ord_Control,2_Post,2017,Gulf State Park,Gulf State Park,FC,0,7/11/2017,GFC10,0,NA,NA,NA,9.4,61.8,438072,3347050,-87.64372,30.25349,NA,NA,NA,NA,NA,NA,Turtle crawled on beach and did a figure 8 and left. There was no obvious reason for the turtle not to nest.
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/12/2017,A52,1,Unidentified,Unidentified,NA,18.8,0.0,409741,3344838,-87.938,30.23175,Yes,409750,3344829,-87.93791,30.23167,Obstruction,Jane found eggs. Coordinator: Belinda - 55 out 9/1; 11 out 9/2
Treatment,2_Post,2017,Gulf Shores,West Beach,Nest,1,7/12/2017,C04,0,NA,NA,NA,50.6,0.0,430920,3345912,-87.71799,30.24284,No,NA,NA,NA,NA,NA,"Nested above the toe of the dune.  At hatching, nest found infiltrated with sea oats roots, 12 hatchlings entangled.  Large ghost crab digging in the nest triggered the release of some of the hatchlings. "
Treatment,2_Post,2017,Orange Beach,Alabama Point,Nest,1,7/12/2017,I13,0,NA,NA,NA,7.3,5.5,449083,3349734,-87.5294,30.27822,No,NA,NA,NA,NA,NA,Turtle made strange exit. Possibly harrassed. Rick Dobyns. Bacteria on all the dead embryo eggs. Dead embryos at approximately 30 days of development.
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/12/2017,AFC61,1,Tents Umbrella,Multiple,NA,13.9,22.4,409938,3344816,-87.93595,30.23157,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/12/2017,BFC12,0,NA,NA,NA,0.0,40.9,426145,3345122,-87.76756,30.23543,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,Gulf State Park,Gulf State Park,FC,0,7/12/2017,GFC11,0,NA,NA,NA,0.0,63.6,438515,3347117,-87.63912,30.25412,NA,NA,NA,NA,NA,NA,"This was a small turtle that crawled 140' on the beach, all below the wrack line and left. There was no obvious reason not to nest."
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/13/2017,AFC64,0,NA,NA,NA,16.4,0.0,402778,3344141,-88.01029,30.22493,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/13/2017,A56,0,NA,NA,NA,18.2,1.5,408458,3344777,-87.95133,30.23111,Yes,408473,3344783,-87.95117,30.23116,Low elevation,eggs found by Martha Cook. Coordinator: Nancy - Permission by Mike Reynolds to excavate early due to storm.
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/13/2017,A55,0,NA,NA,NA,15.2,8.2,409918,3344818,-87.93616,30.23159,No,NA,NA,NA,NA,NA,coordinator: Judy - infertile: 3 with mold - dead embryos: 3 late stage
Treatment,2_Post,2017,Orange Beach,Alabama Point,FC,0,7/13/2017,IFC17,0,NA,NA,NA,1.8,13.6,448633,3349619,-87.53408,30.27717,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/13/2017,A54,0,NA,NA,NA,0.0,15.8,410810,3344772,-87.92689,30.23124,Yes,410812,3344783,-87.92687,30.23134,Near/At HTL,Cindy found eggs; coordinator: Cindy S. - permission to excavate early due to H Irma. - I escaped depredated - unable to show in database
Treatment,2_Post,2017,Orange Beach,Alabama Point,FC,0,7/13/2017,IFC16,0,NA,NA,NA,1.8,18.2,447395,3349271,-87.54693,30.27397,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Orange Beach,FC,0,7/13/2017,HFC13,0,NA,NA,NA,46.4,20.9,443241,3348542,-87.59008,30.26721,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/13/2017,AFC62,0,NA,NA,NA,31.8,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No UTM coordinates given.
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/13/2017,BFC13,0,NA,NA,NA,0.0,34.8,424712,3344842,-87.78243,30.23281,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Orange Beach,FC,0,7/13/2017,HFC16,0,NA,NA,NA,4.5,36.4,439685,3347443,-87.62698,30.25712,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Orange Beach,FC,0,7/13/2017,HFC15,0,NA,NA,NA,4.5,36.4,440058,3347556,-87.62311,30.25816,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/13/2017,AFC63,1,Tents Chairs,Multiple,NA,25.8,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTM coordinates not given.
Ord_Control,2_Post,2017,Gulf State Park,Gulf State Park,FC,0,7/13/2017,GFC12,0,NA,NA,NA,2.4,38.5,437679,3346957,-87.6478,30.25263,NA,NA,NA,NA,NA,NA,"Turtle came ashore and stayed close to the wrack line. Her crawl length was 93 feet. There were coyote tracks near the crawl, although it is not certain that was the reason she did not nest."
Treatment,2_Post,2017,Gulf Shores,West Beach,Nest,1,7/13/2017,C05,0,NA,NA,NA,0.0,41.8,430150,3345789,-87.72598,30.24168,Yes,430145,3345832,-87.72604,30.24207,Near/At HTL,
Treatment,2_Post,2017,Orange Beach,Orange Beach,FC,0,7/13/2017,HFC19,1,Chairs,Chairs,Yes,19.1,46.4,441195,3347883,-87.61131,30.26116,NA,NA,NA,NA,NA,NA,Brett Robinson security reported Father and son harassing turtle and placing foot on her at 11:30 pm. OBPD not called and next shift read in report sent text at 7:15am. Talked to security and asked they give us names and unit numbers if available never called me back.
Treatment,2_Post,2017,Orange Beach,Orange Beach,FC,0,7/13/2017,HFC14,0,NA,NA,NA,1.8,51.5,443368,3348534,-87.58876,30.26714,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Orange Beach,FC,0,7/13/2017,HFC17,0,NA,NA,NA,4.5,56.4,439273,3347322,-87.63126,30.25601,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Orange Beach,FC,0,7/13/2017,HFC18,0,NA,NA,NA,1.8,76.4,440688,3347734,-87.61657,30.25979,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/14/2017,B25,0,NA,NA,NA,43.0,0.0,424328,3344818,-87.78642,30.23257,No,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/14/2017,BFC17,0,NA,NA,NA,43.0,4.5,424271,3344813,-87.78701,30.23252,NA,NA,NA,NA,NA,NA,"B25 at 2923 home of Evers, looking at the crawl later in day, saw that there were actual 2 crawls and not one zig zagging as first thought.   Crawl width different and crossed over each other."
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/14/2017,B22,0,NA,NA,NA,29.4,12.1,425167,3344965,-87.77771,30.23395,No,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/14/2017,B24,0,NA,NA,NA,17.0,22.1,423555,3344687,-87.79444,30.23134,No,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/14/2017,B23,0,NA,NA,NA,9.7,23.9,424627,3344850,-87.78331,30.23288,Yes,424626,3344861,-87.78333,30.23298,Low elevation,Whole nest eggs very pink and paper thin
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/14/2017,A57,0,NA,NA,NA,0.0,29.1,409306,3344787,-87.94252,30.23126,Yes,409306,3344814,-87.94252,30.2315,Near/At HTL,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/14/2017,BFC15,0,NA,NA,NA,0.0,35.2,425264,3344957,-87.7767,30.23388,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/14/2017,AFC65,0,NA,NA,NA,22.7,40.0,401215,3344111,-88.02653,30.22453,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/14/2017,B21,0,NA,NA,NA,9.7,40.3,427116,3345332,-87.75748,30.23738,Yes,427119,3345343,-87.75745,30.23748,Low elevation,
Treatment,2_Post,2017,Gulf Shores,West Beach,Nest,1,7/14/2017,C06,0,NA,NA,NA,3.6,40.9,430889,3345882,-87.71831,30.24256,No,NA,NA,NA,NA,NA,Crawled 800 feet to the west after nesting along the edge of a wet swale.  May have been disoriented.
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/14/2017,BFC16,0,NA,NA,NA,0.0,44.2,424821,3344870,-87.7813,30.23307,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/14/2017,BFC14,0,NA,NA,NA,0.0,44.8,424507,3344809,-87.78456,30.2325,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/14/2017,AFC66,0,NA,NA,NA,1.2,57.0,401189,3344093,-88.02679,30.22436,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/15/2017,A59,0,NA,NA,Yes,20.3,3.0,416385,3344455,-87.86893,30.22877,No,NA,NA,NA,NA,NA,"Looked like turtle had been harassed. Deep pit on way out. Footprints all around, footprints in nest, sea turtle nest written in sand. - Dianne P. found eggs. Nest named after Bonnie (Tammy's mom.) - permission to excavate early by MR due to storm Irma - dead embryos: all late stage"
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/15/2017,A58,0,NA,NA,NA,8.5,6.1,411050,3344771,-87.92439,30.23125,Yes,411053,3344776,-87.92436,30.23129,Near/At HTL,"Robin and Jane found eggs; coordinator: Angie - live pipped: leucitic - dead embryos: early stage, 2 with bacteria"
Ord_Control,2_Post,2017,Gulf State Park,Gulf State Park,Nest,1,7/15/2017,G05,0,NA,NA,NA,22.4,13.3,436152,3346606,-87.66365,30.24938,No,NA,NA,NA,NA,NA,"9/7  1 turtle hatched at 10:30 pm. - 9/8  100 turtles boiled at 10:00 pm. - 9/8-9 3 additional turtles hatched - 9/9 25 turtles hatched at 9:30 pm All turtles headed directly for the water. -  There were two attempts to excavate the nest, the first had to be stopped when there were greater than 10 live turtles found in the nest. The second excavation, 6 days after first emergence, had 17 live turtles and they were released. This seemed like the unending nest!"
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/15/2017,BFC20,0,NA,NA,NA,0.0,31.5,424621,3344823,-87.78337,30.23263,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/15/2017,BFC18,0,NA,NA,NA,0.0,32.4,426832,3345267,-87.76043,30.23678,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/15/2017,BFC19,0,NA,NA,NA,0.0,34.8,425888,3345057,-87.77022,30.23482,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,Gulf State Park,Gulf State Park,FC,0,7/15/2017,GFC13,0,NA,NA,NA,0.0,43.0,436839,3346694,-87.65652,30.25021,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,Gulf State Park,Gulf State Park,FC,0,7/15/2017,GFC14,0,NA,NA,NA,0.0,47.9,437169,3346772,-87.65309,30.25094,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,East Beach,FC,0,7/15/2017,EFC06,0,NA,NA,NA,5.5,NA,435690,3346551,-87.66845,30.24886,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/16/2017,A60,0,NA,NA,NA,19.4,0.0,405763,3344553,-87.97931,30.22888,No,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Alabama Point,Nest,1,7/16/2017,I14,0,NA,NA,NA,6.4,8.2,447382,3349288,-87.54707,30.27413,No,NA,NA,NA,NA,NA,Classic crawl. Susie Gatch found eggs. Coyote tracks in area. Dark quiet beach. Some bacteria on a few eggs. Dead embryos in early stages.
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/17/2017,AFC67,0,NA,NA,NA,23.6,0.6,415051,3344512,-87.8828,30.22919,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/17/2017,CFC05,0,NA,NA,NA,NA,NA,431331,3345939,-87.71372,30.2431,NA,NA,NA,NA,NA,NA,"Wandered around a lot, possible disorientation. "
NA,2_Post,2017,Dauphin Island,Dauphin Island,Nest,1,7/18/2017,J07,0,NA,NA,NA,20.3,3.0,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,1 early embyo
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/18/2017,A65,0,NA,NA,NA,24.2,4.8,403130,3344186,-88.00664,30.22536,No,NA,NA,NA,NA,NA,"2 early stage embryos; 2 addled with white mold; 46 dead embryos late stage - Had tall tarp only, old way."
Treatment,2_Post,2017,Orange Beach,Alabama Point,Nest,1,7/18/2017,I15,0,NA,NA,Yes,0.0,11.8,449180,3349745,-87.52839,30.27833,Yes,449175,3349762,-87.52845,30.27848,Near/At HTL,"Footprints all in track. Canine prints near by - possible harassed turtle, may have laid fast. Shoe in crawl area. 6 mid stage dead embryos. Nest was wet and hard packed."
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/18/2017,AFC69,0,NA,NA,NA,0.0,13.0,421545,3344433,-87.81531,30.22892,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/18/2017,AFC68,0,NA,NA,NA,0.0,16.1,421549,3344433,-87.81527,30.22892,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/18/2017,BFC21,0,NA,NA,NA,14.5,27.9,427246,3345341,-87.75613,30.23747,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/18/2017,A63,0,NA,NA,NA,36.4,29.7,422229,3344535,-87.80821,30.22988,No,NA,NA,NA,NA,NA,1 dead embryo early stage; 72 dead embryos late stage; 1 dead embryo just blood. - Just tall tarp old way
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/18/2017,A62,0,NA,NA,NA,22.4,34.2,419621,3344382,-87.8353,30.22833,No,NA,NA,NA,NA,NA,65 late stage embryos. - 1 dead in nest with maggots. - tarped with tall tarp only.
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/18/2017,B26,0,NA,NA,NA,12.7,40.3,427029,3345320,-87.75839,30.23727,Yes,427031,3345338,-87.75837,30.23743,Low elevation,
Treatment,2_Post,2017,Gulf Shores,East Beach,FC,0,7/18/2017,EFC07,0,NA,NA,NA,7.6,NA,433106,3346194,-87.69529,30.2455,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/18/2017,CFC07,0,NA,NA,NA,NA,NA,429765,3345739,-87.72998,30.24121,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/18/2017,CFC08,0,NA,NA,NA,NA,NA,430825,3345888,-87.71897,30.24261,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/18/2017,CFC09,0,NA,NA,NA,NA,NA,431313,3345944,-87.71391,30.24315,NA,NA,NA,NA,NA,NA,"Wandered around a bit, about 200 feet of crawl."
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/18/2017,CFC10,0,NA,NA,NA,NA,NA,431584,3345973,-87.71109,30.24342,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/18/2017,CFC11,0,NA,NA,NA,NA,NA,431797,3346010,-87.70888,30.24377,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/18/2017,CFC14,0,NA,NA,NA,NA,NA,432340,3346088,-87.70324,30.2445,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/18/2017,CFC13,0,NA,NA,NA,NA,NA,432871,3346147,-87.69773,30.24507,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/19/2017,A73,0,NA,NA,NA,6.1,6.4,418786,3344419,-87.84398,30.22861,No,NA,NA,NA,NA,NA,Some dead embryos with pink bacteria. - Not tarped.
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/19/2017,A64,0,NA,NA,NA,9.4,6.7,407874,3344729,-87.95739,30.23063,Yes,407866,3344749,-87.95748,30.23081,Near/At HTL,"Eggs found by Belinda; coordinator: Cindy S. - tarped 9/9, has indention"
Treatment,2_Post,2017,Gulf Shores,East Beach,Nest,1,7/19/2017,E07,0,NA,NA,NA,20.9,44.2,434645,3346465,-87.67931,30.24803,No,NA,NA,NA,NA,NA,Mama Turtle was tagged Korra - Received permission from Shannon Holbrook to not do New Protocol  due to nest being in a hole once the 18 inches of added sand  was removed.
Treatment,2_Post,2017,Orange Beach,Orange Beach,Nest,1,7/19/2017,H06,1,Wooden Lounger,Wooden Lounger,NA,10.0,72.1,444152,3348744,-87.58062,30.26907,Yes,444147,3348779,-87.58067,30.26939,Near/At HTL,"20.9' to loungers ONA completed. - 80 hatchlings to Four Seasons Pier, 4 to street lights,3 to Tides - Video of hatching. Disorientation report done."
